video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,comment_count,comments_disabled
"QS01z1mkWYM","skibidi toilet 70 (part 3)","2024-02-13T20:30:09Z","UCsSsgPaZ2GSmO6il8Cb5iGA","DaFuq!?Boom!","24","24.20.02","sfm animation|skibidi toilet vs cameramen|skibidi toilet|scientist skibidi|tv woman|titan cameraman|titan speakerman|skibidi toilet all episodes|titan tv man","37841438","179409","False"
"aJQEQDFMRoo","10 Things Conor McGregor Can't Live Without | GQ Sports","2024-02-14T17:00:04Z","UCKbNOpmhmwBuJXXMYOg_txA","GQ Sports","17","24.20.02","10 essentials|black forge inn|boxing|connor mcgregor|conor mcgregor|conor mcgregor 10 essentials|conor mcgregor boxing|conor mcgregor essentials|conor mcgregor family|conor mcgregor favorite|conor mcgregor fight|conor mcgregor gq|conor mcgregor gq sports|conor mcgregor interview|conor mcgregor proper twelve|conor mcgregor ufc|favorite stuff|gq|gq sports|gq10essentials|mcgregor|must have|proper twelve|sports|ten essentials|ufc|want list","1757681","2568","False"
"3R7MQK31y9Y","NEUE GÖNRGY SORTEN TESTEN 🔥​😱 | Tanzverbot Stream Highlights","2024-02-14T13:00:05Z","UCU_vstGa7lg0jkbEDgGRhbA","Tanzverbot Stream Highlights","24","24.20.02","Tanzverbot|tanzverbot gönrgy|monte|gönrgy|montanablack|tanzverbot testet gönrgy|neue sorten gönrgy|Tanzverbot reaction|Tanzverbot reagiert|twitch|livestream|Tanzverbot reaktion|Tanzverbot talk|Tanzverbot realtalk|Tanzverbot reagieren|Tanzverbot reagiert auf|Tanzverbot stream highlights|Tanzverbot highlights|Tanzverbot best of|Tanzverbot youtube|Tanzverbot twitch highlights|Tanzverbot react|Livestream highlights","179408","503","False"
"uDa5vJtXZ8A","Emma deckt die ganze Wahrheit auf! 🤯😵 | Köln 50667 #2799","2024-02-14T19:00:23Z","UCnrvUg5MJWPDSrv_voT7AqA","Köln 50667","24","24.20.02","köln 50667|köln|köln 50667 neu|soap|ganze folge|patchwork familie|drama|rtl+|rtlplus|tvnow|luna farina|leonie baltz|deutsche serie|k50|rtlzwei|rtl2|rtl 2|serie|online stream|Jan Köln 50667|Lea Köln 50667|Liebesdrama|Liebe|Drama|Verrat|Hoffnung|Familie|verliebt|WG|Mesut Köln 50667|K50 neue Tags köln 50667|tv now|köln ganze folge|köln folge von gestern|Jana Wagenhuber|gen z show|Elif Köln 50667|Fremdgegangen|Affäre|Kurzgeschichte","163256","145","False"
"mtHskaNgGNU","Babybauch-Shooting 🤰 Verkürzter Gebärmutterhals 🏥 Couple-Kochen 👩‍🍳","2024-02-14T17:36:07Z","UCIF_H0ZHDMAp3fFHl-pUZjg","FitnessCouple","17","24.20.02","healthy mandy|fitnessoskar|rio|fitnesscouple|ipex|künstliche befruchtung|icsi|imsi|pid|präimplantationsdiagnostik|kinderwunsch","69420","105","False"
"ANnGm_JjyZw","Hat der im Lotto gewonnen? 😂😂😂 | Farming Week","2024-02-14T17:08:13Z","UCzLfMn361BBVGwMKqbj0Bcg","TwitchFarming","22","24.20.02","John Deere|8RX|Traktor|Tractor|Agriculture|Agrar|Farm|Farmer|Farming|Farmlife|Drohne|Drone|DJI|Deutz|Case|Claas|Fendt|Twitch|Streamer|Köckerling|Scheibenegge|Landwirt|Landwirtschaft|Bauer|New Holland|Lexion|Kette|Raupe|AMD|1050|Acker|4K|Ultra|HD|Full HD|Fliegen|Windrad|Bodenbearbeitung|Ernte|Red Bull|Farming Simulator|Landwirtschafts Simulator|Axion|Quadtrac|Tucano|9RX|Big Bud|Canon|GoPro|Gopro Hero 8|DJI Phantom|Mavic|Green|Stream|Partner|Work|Working|Vario|2021|Pflug|Grubber","83251","218","False"
"eKhh9VerYms","Bridgerton Season 3 | Official Clip | Netflix","2024-02-14T16:30:00Z","UCWOA1ZGywLbqmigxE4Qlvuw","Netflix","24","24.20.02","Bridgerton|Bridgerton Date Announcement|Bridgerton Netflix|Bridgerton Netflix Teaser|Bridgerton Season 3|Bridgerton Season 3 Date|Bridgerton Season 3 Teaser|Bridgerton Series|Bridgerton Trailer|Bridgerton Trailer Season 3|Julia Quinn|Luke Newton|Nicola Coughlan|Polin|Polin Trailer|Shonda Rhimes|Shondaland|Sneak Peak|Valentines day","3122050","2889","False"
"0BHeRtFbUKg","Edles Erbstück: Ring mit wunderschönem Saphir übersteigt jegliche Erwartungen | Bares für Rares","2024-02-15T16:00:00Z","UC53bIpnef1pwAx69ERmmOLA","Bares für Rares","24","24.20.02","bares für rares|bares für rares neuste folge|bares für rares neue folge|Bares für Rares 2024|Saphir|Diamanten|Ring|Platin|Schmuck|Blau|Saphirblau|Erbstück|Schatulle|Rippseide|Seide|Goldprägung|Leipzig|Juwelier|Ernst Treusch|1920|1930|Doppelte Entourage|Edelstein|Schmucksteine|Karat|Unbeheizt|Bares für Rares Wendela|Bares für Rares Elke|Bares für Rares Friedrich|Bares für Rares Julian|Bares für Rares Daniel|Bares für Rares Benjamin|Bares für Rares Horst Lichter|ZDF","356772","207","False"
"xey9RRYLsCg","Jeff Bezos macht auf dicke Hose mit Mega-Yacht","2024-02-13T17:01:11Z","UCFgBYlz5LwymPSWBX-G6hBA","2 Bored Guys","24","24.20.02","Simplicissimus|2 Bored Guys","362120","912","False"
"FN6X63jfzHk","Speedrunning to find a Girlfriend (in Infinite Craft)","2024-02-14T02:12:12Z","UC0VVYtw21rg2cokUystu2Dw","SmallAnt","20","24.20.02","[none]","1961200","2396","False"
"7hYbrdC_-s8","Usher’s Apple Music Super Bowl Halftime Show","2024-02-12T07:14:05Z","UCDVYQ4Zhbm3S2dlz7P1GBDg","NFL","17","24.20.02","NFL|Football|American Football|sport|sports","21887750","36452","False"
"FEYn8sviCkI","RB Leipzig 0:1 Real Madrid | Highlights - Champions League","2024-02-13T22:11:55Z","UCK2izXoHvraUFaPMU5B7vMQ","Prime Video Sport Deutschland","17","24.20.02","Amazon|Amazon Prime Sport|Amazon Champions League|Champions League|Amazon Prime Video|Amazon Prime Video Sport|Fußball|UEFA Champions League|UCL|CL|PrimeUCL|#UCLbeiPrime|Champions League 23/24|Champions League Highlights|Fußball Highlights|Highlights CL|Champions League Amazon|Amazon Highlights|APVS|PV|Prime Video|Prime Video CL|Prime Video Champions League|UCL Highlights|Highlights|RB Leipzig|Real Madrid|RB|RBL|Real","754337","1882","False"
"4caREmeoYok","Paula Hartmann - D.L.I.T. (die Liebe ist tot) (Official Video)","2024-02-13T22:45:07Z","UCowJ7aLiq202zI1CMbZFXzA","Paula Hartmann","22","24.20.02","paula hartmann|paula dlit|dlit|die liebe ist tot|sag was|kleine feuer|paula tlow|candy crush|schwarze suvs|nie verliebt|Paula Hartmann album","129838","373","False"
"_16s4V_4plQ","Täääterätin - die Faschingspille | Grünwald Freitagscomedy | BR","2024-02-13T08:00:31Z","UCNHkZ3vEU9hzL-eylSfLfEw","Grünwald Freitagscomedy","24","24.20.02","comedy 2024|comedy bayern|comedy bayern 2024|comedy deutsch 2024|grünwald|grünwald freitagscomedy|günter grünwald|günter grünwald 2024|günter grünwald comedy|lustiges video bayern|witziges video bayern|fasching|karneval|karneval 2024|täääterätin|gute laune pille|bayern|medikament","666181","55","False"
"d4MznzSgubk","Meine ehrliche Meinung zu Leonidas!","2024-02-13T17:52:40Z","UCI-tPRkVXGo-0HqrHlbTAQw","King Kalle","17","24.20.02","heiko kallbach|king kalle|ansage|realtalk|statement|bodybuilding|fitness|johny münster|william niewiara|reaktion|reaction|stoff|anabolika|testo|formcheck|form|bewerten|natty or not|natural|ernährung|talk|interview|podcast|posing|posedown|mr. o|ifbb pro|paul unterleitner|leonidas","122431","496","False"
"LAkIGl9YW98","SCHMAROTZEN mit Mrs Bella!","2024-02-13T17:02:00Z","UCCprsL2xVSoReeKCCnWkd7Q","Hey Aaron!!!","24","24.20.02","Funny|kiosk|Circus Halli Galli|umfrage|aaron|Streetcomedy|kreuzberg|comedy|Wwm|Hey Aaron|klaas|lustig|Aaron Troschke|geld|berlin|troschke|joko|Wer Wird Millionär|interview|Günther Jauch (TV Personality)|Big|Brother|Das|Experiment|Promi","259389","157","False"
"HaYKOzgli98","MEXIFY & REVED reagieren auf ihre SUSSY TIKTOK FYP..! 😳💀 (mit Bestrafung..!)","2024-02-14T17:00:12Z","UC1X9CHIbwaEWklnswMI_uAw","Mexify +","20","24.20.02","Mexify|Mexify Games|Mexify Uncut|Mexi|Rezo|Ju|Julien bam|Mexi Rezo|Ju Mexi|Jucktmichnicht|Renzo|Rezo Mexi|TikTok Rezo|TikTok julien bam|TikTok Mexi|Paluten|Team Paluten|reved|rezo|Rezo ja lol ey|Reved|Rezo und Ju|TikToks|Deutsche TikToks|Maid TikToks|Bulien kam|Reddit|Mexify reddit|sus|sussy|sussy tiktoks|gnu|koffer|koffer ersteigerung|velorene koffer|kelly|Papaplatte|Domo|Kevin|Mexify twitch|mexify reved|tiktok fyp|mexify tiktok|reved tiktok","111963","142","False"
"QjwE5vfHuCU","Unknackbarer Holz-Tresor mit Magnet-Schloss!","2024-02-13T16:27:02Z","UCgSH2V644jVbkrWjR1eWFmQ","Tomary lul","24","24.20.02","Tomary|Selbstexperiment|Zweitkanal|lul|lol","229199","205","False"
"jSpTjScojPI","Klaas eskaliert im Winterurlaub (Bauernproteste, Bahn-Streik, Stinkefinger) | Late Night Berlin","2024-02-13T21:51:00Z","UCBlOtMAWn6nQpChhRo14CYA","Late Night Berlin","24","24.20.02","Klaas eskaliert im Winterurlaub (Bauernproteste|Bahn-Streik|Stinkefinger)|klaas eskaliert|klaas winterpause|winter|winterpause|winter 2024|2024|2023|skandale|skandale 2024|bauernproteste|bahnstreik|news|nachrichten|mittelfinger|klaas skandale|Late Night Berlin|Klaas Late Night|Late|Night|Berlin|Klaas|Klaas Heufer-Umlauf|Circus HalliGalli|Joko und Klaas|Joko|Joko Winterscheidt|Klas|Claas|ProSieben|Late Night Show|Show|TV Show|Sendung|TV Sendung|TV","207563","84","False"
"7xS5JgaGtHg","2024 Mercedes-AMG PETRONAS F1 Team Car Launch | Meet the F1 W15","2024-02-14T10:27:11Z","UC7_VGkwCoKfqh1eZEkzey3A","Mercedes-AMG Petronas Formula One Team","17","24.20.02","Formula One|Formula 1|F1|Formel 1|Grand Prix|GP|Race|Racing|Racetrack|Track|Circuit|Automotive|Auto|Car|Mercedes-Benz|Mercedes|Benz|AMG|PETRONAS|Team|Silver Arrows|Lewis Hamilton|Nico Rosberg|Max Verstappen|Daniel Ricciardo|Red Bull|Ferrari|Sebastian Vettel|Charles Leclerc|McLaren|W11|2020|W12|Merc F1 W12|W12 F1 Car|Lewis 2021|LH44|Brackley|Race Bays|Live|Live F1|George Russell|GR63|George|W14|W13|F1 W14|Mercedes W14|Launch|F1 Launch|Car Launch","702227","767","False"
"0Wl6cp3WJCE","Wundersame Wurstpreise in Krakau: Das grenzt an WUCHER | Achtung Abzocke | Kabel Eins","2024-02-13T17:00:01Z","UCI7nAQdTWYGUQQY0DVzu4lA","Achtung Abzocke","24","24.20.02","achtung abzocke|peter giesel|abzocke|kabel eins|neue staffel|website|kabel1|kabeleins|fernsehen|sendung|aufklärung|spur|test|enthüllen|entlarven|reportage|ganze folge|betrug|betrüger|kontrolle|betrugsexperte|abgezockt|enthüllung|masche|achtung abzocke ganze folgen|urlaubsbetrüger|achtung abzocke classics","209158","559","False"
"UUx2e2LOelY","Assala & Ahmed Saad - Sabb Farhety | أصالة وأحمد سعد - سبب فرحتي | اعلان أغنية عيد الحب 2024","2024-02-13T17:32:37Z","UCkToh0AM-mn01WOT2TFR6JQ","Assala Nasri","10","24.20.02","أصالة|اصاله|صولا|Assala|assalah|nasri|nasry|أصاله|ahmed saad|assala|asala nasri|احمد سعد|سبب فرحتي|sabab farhety|far7ety","3073275","1897","False"
"AO6PocKRfKM","Dua Lipa - Training Season / Houdini (Live at The GRAMMYs 2024)","2024-02-13T14:47:40Z","UC-J-KZfRV8c13fOCkhXdLiQ","Dua Lipa","10","24.20.02","dua lipa|dua|new rules|dua leepa|idgaf|scared to be lonely|be the one|future nostalgia|don't start now|let's get physical|break my heart","3131929","3271","False"
"O17DfQco2JQ","San Francisco 49ers vs. Kansas City Chiefs | Super Bowl LVIII Game Highlights","2024-02-12T04:46:24Z","UCDVYQ4Zhbm3S2dlz7P1GBDg","NFL","17","24.20.02","[none]","9865221","15254","False"
"TrIgonRToTM","Bessan Ismail - Alami Enta (Official Music Video) | بيسان إسماعيل - عالمي إنتَ","2024-02-14T17:00:08Z","UChqTvg4HK6_vNDCwy7XypqQ","Bessan Ismail Music","10","24.20.02","Alami Enta|Bessan Ismail|بيسان إسماعيل|عالمي إنتَ|Elly Ba3do|بيسان اسماعيل|إلي بعدو|السند سميتك|ميت بيك|رهن الاشارة|اني العشقتك|خف علينا|مسيطرة|طيبة قلبي|مزاجي عالي|سند عمري بحياتي|يموت فراكك|هذا قلبي|كلمة هواية|ماريد غيرك|معشوقي|خفي علينا|يا بعد قلبي|واكع بالعشق|أقوى من الدنيا|نار كريد|أنس الشايب|نارين بيوتي|أنس وأصالة|غيث مروان|أغاني جديدة|أغاني لبنانية|أغاني رومانسية|أغاني عيد الحب|أغاني حب|أغاني 2024|محمود خطيب بيسان","1180986","8922","False"
"VAwruGeGsxY","Wir BESTELLEN uns das SCHLECHTESTE ESSEN mit IZZI und VARION","2024-02-13T15:00:32Z","UCtmpz7ZiNbRQPdvz607X_gA","Sturmwaffel","24","24.20.02","kochen|sturmwaffel|backen|küche|bestellen|schlecht|essen|food|lieferando|izzi|varion","219775","229","False"
"OPOfp5mxeAU","MCDONALDS SCHENKT MIR DIE GOLDKARTE!!💳😨(ICH HEULE)","2024-02-13T18:48:41Z","UC4Ch5593O9PMeqZlfjh57Wg","Evanijo","24","24.20.02","MCDONALDS SCHENKT MIR DIE GOLDKARTE!!💳😨(ICH HEULE)|mcdonalds|mcdonalds goldkarte|mcdonalds essen|food challenge|foodspot|essen","261889","1120","False"
"nfLDiWMk5Vg","Trump-Drohungen: Sorge in Europa groß | Markus Lanz vom 13. Februar 2024","2024-02-14T08:31:52Z","UCeqKIgPQfNInOswGRWt48kQ","ZDFheute Nachrichten","25","24.20.02","lanz|Markus Lanz|Lanz Sendung|Lanz aktuell|Lanz ZDF|Lanz Trump|USA|Trump|Sendung Talk|Talk Trump|ZDF|Talk|ZDF heute|Nachrichten","458916","6021","False"
"YGU6tZm7Apo","Nach Trennung: Freundschaft mit dem Ex? | Real Talk","2024-02-13T14:00:31Z","UC5sgxwQGzW8BFTqLSMrklJw","Die Frage","22","24.20.02","Betrogen|Beziehung|Die Frage|Die Frage Beziehung|Die Frage Lisa-Sophie|Die Frage Real Talk|Die Frage funk|Doku|Dokumentation|Ehe|Ende der Beziehung|Ex Paar|Ex Paare|Ex-Paar|Ex-Partner|Ex-Partnerin|Frage|Funk|Real Talk|Reportage|Scheidung|Tinder|Trauer|Trennung|Ex|verliebt|Real Talk mit dem Ex|Real Talk mit der Ex|Aussprache|nach der Trennung|getrennt|und jetzt?|single|vergeben|verheiratet|paartherapie|betrug|betrogen|trauer|schmerz|beziehungsende|wieder single","129126","382","False"
"AnNTDSfHOhM","14M Brücken-Sprung im SCHNEE! & EISBAD mit Freundin | Jan Schlappen","2024-02-13T17:00:07Z","UCZo6tlfk5zyfUabc77RyXZQ","Jan Schlappen","22","24.20.02","Jan Schlappen|Freerunning|freerunning schlappen|jan lange|jan|parkour|7 vs. Wild|7 vs wild|staffel 3|wildcard|teams|KANALERÖFFNUNG & EISBAD mit Freundin | Jan Schlappen","186353","197","False"
"1Wi9N0YPF9c","JP Performance - Der heftigste Turbo-Sound jemals? | Toyota Supra MK4","2024-02-14T10:30:19Z","UC1-VOKyTJrgLiBeiJqzeIUQ","JP Performance GmbH","2","24.20.02","JP Performance|Jean Pierre Kraemer|PS Profis|JP|Boost|Turbo|Dortmund|Germany|Drift|Flames|Backfire|Antilag|Burnout|Loud|Exhaust|Abgasanlage|Tuning|VLOG|Fail|Compilation|BMW|M4|Audi|R8|Lamborghini|Ferrari|Bugatti|Veyron|VW|Golf|GTI|F40|918|Spyder|Porsche|Cars|BiTurbo|Corvette|Mercedes|Rotiform|Black Series|Umbau|Bodykit|C63 Black Series|Supra|MK4|Turbosound|sound","501547","789","False"
"nSI_2yvBAIU","SIDEMEN AMONG US BUT EVERYTHING IS DOUBLE SPEED!!!","2024-02-13T18:00:19Z","UCh5mLn90vUaB1PbRRx_AiaA","MoreSidemen","22","24.20.02","sidemen|moresidemen|miniminter|ksi|zerkaa|behzinga|tbjzl|vikkstar|wroetoshaw","4513666","5445","False"
"qsFjsB030Vc","Familienkonflikte und Geheimnisse: Diese Ochsenknechts - Staffel 3 | Komplette Folge | Sky","2024-02-12T19:15:10Z","UCo4jMxp607FOEolnBUsEDkA","Sky Deutschland","24","24.20.02","Diese Ochsenknechts|Staffel 3|erste Folge|Sky Deutschland|Reality-Dokumentation|Familie|Konflikte|Geheimnisse|Jimi Blue|Natascha Ochsenknecht|Cheyenne Ochsenknecht|Willy Ochsenknecht|Yeliz|Snow|Versöhnung|Familienleben|Unterhaltung|Sky Original|Sky Serie|Deutsche Promis|TV-Show|Fernsehen|Dokumentation|Familienbeziehungen|Celebrities|Drama|Comedy|Renovierung|Schwangerschaft|Enkelin|Beziehung|Familiengeheimnisse|Reality-TV|Emotionen|Beobachtungen|Spannung","219606","152","False"
"p7jSwfdDOXs","GRUFF | Official Teaser | Righteous Robot","2024-02-14T08:00:09Z","UC5qFBTCSYO6Pc69bZk9CmfQ","Righteous Robot","1","24.20.02","[none]","1306225","5694","False"
"8BdeGIvHSKk","WIE IN ALTEN ZEITEN","2024-02-12T17:05:51Z","UC-4Tzd5lIRU7lcv7_5OO01Q","unsympathischTV","24","24.20.02","unsympathischTV|Sascha Hellinger|inscope21|Umschreiben|Lazo","729399","925","False"
"74d6-el2EiU","Exklusiv vorab: Die ersten Minuten der 19. Staffel #GNTM | GNTM 2024 ProSieben","2024-02-15T15:00:10Z","UCC5kum96eeAdJGfizULP4lw","Germany's Next Topmodel","24","24.20.02","exklusiv|exklusiv vorab|vorab|Trailer|Preview|Trailer Staffel 19|Preview Staffel 19|Casting|Casting Berlin|Berlin|offenes Casting|gntm 2024|Germanys Next Topmodel 2024|Germanys next topmodel|Topmodel 2024|GNTM|Staffel 19|neue Staffel|Heidi Klum|Leni Klum|Models|Fashion|Stefanie Giesinger|Lena Gercke|Rebecca Mir|Model|topmodel look|casting show|ProSieben|SOEGS71ROTX","49178","26","False"
"0PmscEWhxns","36 Boys - Das war Berlins berüchtigtste Gang | Doku","2024-02-13T15:00:02Z","UCtikxfWPhyZS_9-kiS5dILA","rbb Doku","22","24.20.02","1980er Jahre|Bandenkriminalität|Berlin|Berlin in den 80ern|Berlin-Kreuzberg|Doku|Doku Rundfunk Berlin-Brandenburg|Dokumentarfilm|Dokumentation|Jugendkriminalität|Kriminalität Berlin|Reportage","200924","630","False"
"XzwjCSQn8x8","I forced Twitch Chat to fight in the American Revolution","2024-02-13T20:06:18Z","UClyGlKOhDUooPJFy4v_mqPg","DougDoug","20","24.20.02","DougDoug|DougDoug Youtube Channel|Channel Youtube DougDoug|doug doug|twitch|twitch chat|dougdoug twitch chat|twitch chat plays|dougdoug twitch|chatgpt|elevenlabs|artificial intelligence|ai|ai voice|ai invasion|american revolution","1029950","1964","False"
"qlOSDZXAWmM","Sascha will die Wahrheit wissen...","2024-02-13T13:28:18Z","UCcdEpbwmDwwxWSaLTC9WXOA","Drexler","22","24.20.02","drexler|Drexler|WAVE|wave esports|waveaut|fortnite|rezonay|vadeal|Amar|Wave bootcamp|rezon bootcamp vlog|Rezon ay|Amar vlog|Vadeal|Fortnite|Wave Vlog|wave extra vlog|Drexler Vlog|unsympatisch tv|Sascha|Sascha Hellinger","88889","408","False"
"bhNarNGG5yU","I spent 20 days building a massive robot","2024-02-13T17:31:13Z","UCggHsHce2n3vvbJf_8YKrMA","Nerdforge","24","24.20.02","[none]","663305","2170","False"
"BIdGcHYBryY","ASIA FOOD TEST IN BERLIN MIT @ardasaatci1357","2024-02-14T12:00:08Z","UCRk2rqyUr7OpV77jaGLtXWw","AbuGoku","24","24.20.02","abugoku|abugoku twitch|abu goku 9999|abugoku gta rp|abugoku9999 twitch|abugoku tiktok|abugoku gta|abugoku gta role play|gta roleplay|abugoku roleplay|immortal|gta immortal|gta server|mr bitcoin|mr btc|montana black|gta 5|gta v|Monte gta|mister bitcoin|gta rp|max sancho|trymacs|mckytv|mckytv gta rp|mcky gta rp|mr bitcoin gta rp|mrbitcoin gta|abu gta|abu gta rp|eliasn97|SidneyEweka|vitavate|cali cartel","179976","188","False"
